fold_1,fold_2,fold_3,fold_4,fold_5
14501,14440,14496,14335,13816
14508,14448,14503,14339,13822
14513,14451,14507,14343,13825
14516,14452,14514,14347,13827
14517,14453,14523,14352,13846
14527,14454,14524,14356,13848
14536,14455,14525,14357,13853
14545,14463,14534,14360,13855
14549,14465,14535,14363,13856
14553,14466,14538,14366,13860
14554,14467,14542,14367,13861
14556,14468,14568,14371,13863
14560,14469,14569,14376,13878
14561,14470,14574,14379,13881
14562,14471,14579,14392,13882
14564,14472,14585,14411,13889
14570,14473,14588,14416,13897
14577,14474,14594,14417,13900
14580,14475,14596,14418,13907
14583,14476,14600,14429,13910
14584,14488,14601,14430,13917
14589,14491,14607,14446,13920
14590,14493,14608,14458,13921
14595,14495,14610,14459,13922
14598,14497,14611,14460,13929
14614,14498,14612,14478,13931
14622,14502,14615,14480,13934
14625,14504,14617,14481,13936
14634,14506,14618,14482,13939
14641,14509,14619,14487,13945
14644,14510,14628,14489,13947
14645,14515,14630,14490,13949
14668,14519,14632,14518,13950
14669,14520,14635,14537,13963
14674,14521,14665,14541,13964
14685,14522,14673,14547,13972
14686,14526,14678,14548,13974
14689,14530,14679,14567,13980
14690,14531,14681,14571,13981
14692,14532,14704,14572,13992
14696,14533,14706,14575,13997
14698,14540,14708,14581,13999
14703,14543,14710,14587,14004
14714,14544,14711,14602,14005
14717,14546,14727,14605,14006
14721,14552,14728,14620,14011
14724,14555,14735,14621,14016
14725,14559,14737,14624,14020
14726,14563,14745,14629,14021
14743,14565,14746,14637,14023
14749,14566,14750,14647,14024
14756,14573,14751,14649,14026
14761,14576,14754,14652,14033
14768,14578,14759,14655,14039
14770,14582,14760,14660,14040
14774,14586,14765,14662,14041
14781,14592,14767,14664,14042
14802,14593,14777,14675,14044
14810,14599,14778,14676,14050
14811,14603,14779,14684,14051
14813,14604,14780,14687,14054
14817,14609,14783,14688,14059
14818,14613,14784,14691,14062
14823,14616,14786,14693,14063
14826,14623,14787,14697,14081
14828,14626,14788,14729,14085
14832,14636,14789,14730,14096
14833,14638,14791,14772,14099
14864,14643,14793,14775,14100
14868,14648,14794,14776,14101
14869,14650,14796,14792,14116
14874,14653,14799,14797,14117
14880,14654,14801,14800,14118
14881,14657,14805,14812,14127
14883,14658,14807,14814,14129
14887,14661,14809,14821,14132
14890,14677,14816,14829,14133
14894,14682,14822,14835,14134
14899,14695,14827,14840,14135
14901,14699,14834,14846,14136
14903,14700,14838,14847,14144
14910,14701,14839,14850,14146
14922,14702,14841,14858,14147
14925,14719,14844,14873,14149
14934,14736,14845,14877,14152
14936,14741,14853,14896,14162
14945,14753,14854,14898,14163
14948,14757,14855,14914,14164
14949,14782,14856,14916,14167
14951,14785,14857,14918,14171
14955,14798,14859,14920,14172
14962,14803,14860,14927,14173
14972,14804,14861,14931,14176
14973,14806,14862,14937,14184
14983,14808,14863,14944,14208
14986,14819,14870,14953,14214
14988,14820,14871,14963,14216
15005,14824,14872,14970,14217
15013,14842,14876,14980,14220
15023,14843,14878,14985,14223
15032,14852,14879,14991,14224
15033,14865,14884,14993,14231
15037,14886,14888,15000,14236
15043,14904,14889,15010,14238
15049,14905,14891,15030,14240
15050,14912,14895,15034,14245
15056,14915,14897,15047,14250
15057,14921,14906,15051,14252
15063,14928,14907,15054,14259
15071,14929,14908,15065,14260
15073,14930,14913,15069,14263
15077,14932,14917,15070,14282
15097,14935,14933,15080,14284
15100,14940,14938,15085,14293
15102,14943,14946,15086,14296
15104,14947,14957,15088,14297
15113,14952,14960,15093,14299
15114,14954,14961,15095,14301
15115,14956,14969,15112,14304
15116,14958,14978,15121,14305
15120,14959,14982,15125,14311
15122,14964,14987,15126,14316
15124,14965,14995,15129,14317
15132,14967,14997,15130,14319
15135,14975,15003,15131,14326
15144,14984,15004,15141,14327
15150,14989,15009,15143,14334
15151,14990,15014,15147,14336
15152,14996,15017,15153,14342
15156,14998,15019,15158,14345
15157,14999,15020,15165,14346
15166,15001,15021,15169,14361
15167,15006,15024,15171,14368
15168,15007,15025,15172,14369
15174,15008,15026,15179,14372
15177,15011,15027,15180,14382
15178,15012,15031,15182,14388
15181,15016,15035,15184,14397
15186,15018,15038,15198,14401
15188,15029,15040,15200,14403
15189,15042,15060,15203,14410
15190,15048,15072,15208,14414
15191,15052,15074,15219,14433
15192,15053,15076,15220,14442
15193,15061,15084,15228,14449
15204,15062,15089,15236,14450
15209,15064,15090,15256,14456
15210,15067,15094,15263,14461
15217,15079,15103,15267,14486
15218,15083,15109,15274,14492
15222,15092,15119,15281,14499
15224,15096,15127,15286,14500
15229,15098,15134,15293,14505
15232,15106,15139,15294,14511
15235,15107,15142,15297,14512
15241,15108,15154,15301,14528
15242,15111,15161,15313,14529
15245,15117,15162,15315,14539
15248,15123,15173,15318,14550
15253,15133,15185,15335,14551
15254,15138,15194,15340,14557
15255,15140,15197,15341,14558
15270,15145,15207,15349,14591
15272,15146,15214,15371,14597
15276,15148,15216,15372,14606
15284,15155,15230,15379,14627
15285,15163,15247,15381,14631
15291,15176,15251,15389,14633
15302,15199,15252,15407,14639
15304,15201,15259,15427,14640
15307,15205,15261,15435,14642
15308,15212,15262,15444,14646
15319,15213,15265,15448,14651
15321,15227,15268,15450,14656
15323,15234,15277,15455,14659
15326,15237,15280,15461,14663
15332,15238,15289,15473,14666
15333,15243,15295,15475,14667
15348,15244,15300,15480,14670
15350,15246,15306,15486,14671
15353,15249,15324,15492,14672
15355,15266,15331,15504,14680
15356,15269,15336,15517,14683
15362,15273,15352,15519,14694
15366,15275,15357,15523,14705
15376,15278,15358,15524,14707
15377,15279,15359,15527,14709
15378,15283,15374,15536,14712
15390,15288,15382,15538,14713
15395,15303,15383,15558,14715
15412,15309,15385,15560,14716
15413,15310,15387,15562,14718
15414,15314,15391,15563,14720
15415,15316,15392,15588,14722
15416,15317,15393,15597,14723
15421,15320,15399,15599,14731
15422,15322,15403,15601,14732
15423,15325,15404,15610,14733
15424,15327,15436,15615,14734
15433,15328,15443,15617,14738
15434,15330,15445,15628,14739
15437,15334,15446,15635,14740
15438,15337,15447,15650,14742
15439,15338,15453,15651,14744
15452,15339,15458,15653,14747
15457,15343,15459,15660,14748
15464,15344,15462,15666,14752
15467,15345,15463,15669,14755
15469,15346,15465,15674,14758
15470,15347,15477,15677,14762
15471,15351,15488,15682,14763
15474,15354,15493,15689,14764
15479,15360,15500,15694,14766
15482,15361,15516,15698,14769
15485,15363,15526,15700,14771
15494,15364,15532,15703,14773
15496,15367,15535,15704,14790
15498,15368,15543,15719,14795
15501,15369,15546,15720,14815
15510,15386,15549,15724,14825
15513,15394,15553,15725,14830
15522,15396,15559,15726,14831
15540,15398,15561,15729,14836
15541,15400,15565,15732,14837
15550,15405,15568,15735,14848
15551,15406,15569,15744,14849
15557,15408,15570,15745,14851
15574,15410,15571,15752,14866
15576,15411,15575,15756,14867
15579,15417,15583,15759,14875
15581,15418,15589,15764,14882
15586,15419,15604,15781,14885
15590,15420,15609,15782,14892
15598,15425,15614,15790,14893
15611,15428,15622,15793,14900
15618,15429,15623,15794,14902
15619,15430,15629,15796,14909
15624,15431,15632,15798,14911
15625,15440,15633,15799,14919
15652,15442,15634,15802,14923
15658,15449,15637,15803,14924
15662,15456,15644,15804,14926
15665,15468,15646,15805,14939
15676,15472,15654,15806,14941
15679,15476,15655,15807,14942
15685,15481,15663,15809,14950
15686,15483,15667,15810,14966
15687,15487,15668,15813,14968
15690,15499,15671,15815,14971
15692,15505,15672,15817,14974
15699,15506,15673,15818,14976
15713,15507,15675,15822,14977
15730,15508,15678,15824,14979
15734,15509,15681,15825,14981
15736,15515,15688,15830,14992
15737,15539,15695,15833,14994
15738,15544,15696,15834,15002
15740,15547,15697,15837,15015
15741,15548,15706,15839,15022
15743,15552,15707,15842,15028
15750,15567,15708,15843,15036
15755,15572,15709,15849,15039
15760,15573,15710,15851,15041
15772,15580,15711,15864,15044
15783,15584,15714,15865,15045
15785,15587,15716,15866,15046
15791,15591,15717,15868,15055
15792,15596,15718,15872,15058
15797,15602,15727,15874,15059
15800,15608,15731,15876,15066
15801,15612,15739,15878,15068
15821,15616,15746,15885,15075
15828,15620,15753,15887,15078
15835,15626,15754,15900,15081
15838,15636,15766,15903,15082
15840,15638,15780,15930,15087
15854,15639,15787,15932,15091
15855,15641,15795,15948,15099
15862,15647,15812,15962,15101
15869,15649,15816,15963,15105
15871,15656,15819,15965,15110
15877,15664,15826,15967,15118
15880,15683,15827,15969,15128
15884,15701,15831,15970,15136
15894,15705,15853,15972,15137
15898,15715,15856,15973,15149
15899,15723,15870,15976,15159
15901,15733,15875,15983,15160
15904,15758,15892,15985,15164
15907,15761,15909,15988,15170
15914,15763,15910,15997,15175
15919,15768,15911,16000,15183
15922,15769,15913,16003,15187
15923,15770,15920,16007,15195
15924,15771,15933,16008,15196
15926,15778,15934,16011,15202
15927,15784,15938,16014,15206
15928,15832,15942,16021,15211
15931,15841,15943,16032,15215
15946,15847,15944,16033,15221
15947,15859,15953,16043,15223
15952,15860,15956,16046,15225
15964,15861,15957,16048,15226
15979,15863,15958,16049,15231
15989,15867,15975,16051,15233
15990,15873,15980,16059,15239
15992,15879,15982,16062,15240
15995,15883,15984,16067,15250
15998,15886,15986,16083,15257
16004,15896,15987,16085,15258
16009,15897,16012,16090,15260
16010,15902,16018,16091,15264
16015,15905,16024,16092,15271
16027,15906,16026,16094,15282
16028,15908,16058,16101,15287
16030,15912,16063,16104,15290
16031,15915,16064,16108,15292
16034,15916,16065,16111,15296
16035,15917,16080,16114,15298
16036,15925,16081,16122,15299
16038,15929,16084,16123,15305
16039,15935,16086,16124,15311
16041,15936,16087,16126,15312
16042,15937,16089,16132,15329
16044,15940,16093,16136,15342
16045,15941,16096,16141,15365
16047,15945,16098,16144,15370
16050,15949,16103,16148,15373
16052,15950,16109,16150,15375
16055,15951,16110,16151,15380
16056,15955,16128,16153,15384
16057,15961,16143,16155,15388
16061,15966,16145,16164,15397
16066,15968,16149,16167,15401
16068,15971,16159,16168,15402
16069,15977,16162,16172,15409
16072,15978,16166,16178,15426
16073,15981,16170,16180,15432
16074,15991,16171,16186,15441
16079,15993,16174,16193,15451
16095,15999,16188,16196,15454
16097,16005,16192,16201,15460
16112,16006,16222,16205,15466
16113,16016,16231,16211,15478
16115,16019,16253,16212,15484
16118,16022,16261,16224,15489
16120,16053,16288,16227,15490
16121,16054,16298,16237,15491
16131,16071,16304,16239,15495
16140,16075,16311,16240,15497
16142,16076,16319,16242,15502
16146,16077,16321,16243,15503
16157,16088,16323,16244,15511
16160,16099,16326,16245,15512
16161,16102,16328,16246,15514
16179,16105,16335,16250,15518
16181,16116,16339,16254,15520
16185,16117,16349,16255,15521
16191,16125,16351,16256,15525
16199,16135,16355,16257,15528
16204,16147,16359,16258,15529
16225,16152,16360,16262,15530
16226,16158,16364,16270,15531
16234,16173,16367,16272,15533
16235,16176,16388,16273,15534
16236,16190,16392,16275,15537
16241,16195,16402,16276,15542
16251,16197,16405,16278,15545
16252,16202,16410,16284,15554
16260,16208,16411,16286,15555
16267,16217,16425,16289,15556
16280,16218,16427,16290,15564
16285,16219,16439,16295,15566
16287,16220,16440,16296,15577
16294,16221,16449,16297,15578
16303,16228,16453,16299,15582
16312,16230,16459,16300,15585
16314,16233,16460,16302,15592
16318,16238,16462,16306,15593
16334,16248,16465,16307,15594
16353,16249,16470,16310,15595
16354,16263,16471,16313,15600
16362,16264,16473,16316,15603
16368,16266,16487,16322,15605
16371,16268,16501,16324,15606
16376,16269,16504,16325,15607
16379,16271,16507,16350,15613
16384,16277,16510,16352,15621
16387,16279,16511,16358,15627
16390,16283,16512,16363,15630
16391,16291,16513,16373,15631
16420,16301,16522,16374,15640
16432,16317,16534,16377,15642
16434,16320,16538,16378,15643
16436,16338,16541,16383,15645
16443,16341,16542,16385,15648
16447,16343,16554,16393,15657
16451,16356,16561,16395,15659
16454,16361,16564,16397,15661
16456,16365,16565,16400,15670
16469,16369,16567,16404,15680
16476,16370,16568,16409,15684
16479,16380,16571,16417,15691
16482,16386,16572,16418,15693
16484,16389,16574,16430,15702
16486,16396,16576,16431,15712
16489,16403,16577,16435,15721
16490,16406,16578,16444,15722
16492,16407,16583,16445,15728
16496,16412,16584,16452,15742
16497,16413,16587,16461,15747
16500,16415,16588,16467,15748
16502,16416,16590,16480,15749
16506,16419,16591,16491,15751
16514,16437,16593,16494,15757
16524,16441,16595,16503,15762
16536,16442,16596,16523,15765
16537,16446,16599,16527,15767
16547,16450,16606,16528,15773
16548,16457,16607,16529,15774
16551,16474,16608,16531,15775
16559,16475,16622,16532,15776
16562,16481,16640,16533,15777
16569,16483,16647,16535,15779
16601,16488,16649,16539,15786
16610,16493,16660,16540,15788
16614,16498,16663,16543,15789
16620,16505,16677,16557,15808
16635,16517,16682,16560,15811
16636,16521,16685,16563,15814
16637,16525,16693,16566,15820
16641,16526,16694,16573,15823
16645,16544,16699,16582,15829
16657,16546,16700,16592,15836
16665,16549,16702,16594,15844
16668,16550,16708,16612,15845
16671,16553,16709,16613,15846
16673,16570,16714,16617,15848
16674,16579,16715,16618,15850
16678,16585,16725,16619,15852
16680,16597,16726,16621,15857
16684,16605,16728,16624,15858
16695,16615,16730,16628,15881
16696,16623,16731,16631,15882
16706,16625,16733,16633,15888
16712,16626,16739,16643,15889
16713,16627,16753,16648,15890
16717,16629,16755,16653,15891
16718,16639,16756,16655,15893
16719,16642,16770,16659,15895
16720,16644,16774,16667,15918
16722,16650,16796,16675,15921
16724,16662,16805,16688,15939
16729,16666,16820,16689,15954
16734,16670,16826,16692,15959
16736,16676,16834,16703,15960
16737,16681,16836,16704,15974
16738,16683,16839,16710,15994
16754,16686,16842,16711,15996
16759,16690,16848,16723,16001
16763,16697,16850,16727,16002
16771,16716,16855,16741,16013
16784,16721,16859,16742,16017
16791,16743,16871,16745,16020
16792,16747,16873,16749,16023
16793,16757,16874,16751,16025
16800,16758,16876,16766,16029
16802,16764,16878,16768,16037
16812,16765,16884,16769,16040
16815,16767,16891,16773,16060
16818,16772,16901,16775,16070
16824,16781,16910,16777,16078
16829,16783,16913,16778,16082
16830,16786,16925,16780,16100
16835,16794,16950,16785,16106
16840,16795,16955,16797,16107
16846,16799,16956,16808,16119
16849,16804,16959,16810,16127
16851,16806,16960,16813,16129
16856,16807,16961,16816,16130
16858,16809,16967,16817,16133
16860,16814,16968,16821,16134
16865,16827,16972,16823,16137
16879,16828,16979,16825,16138
16880,16833,16981,16831,16139
16893,16837,16982,16832,16154
16907,16845,16983,16838,16156
16911,16854,16985,16852,16163
16914,16861,16987,16857,16165
16930,16862,16991,16864,16169
16932,16863,16994,16867,16175
16933,16870,17002,16868,16177
16935,16872,17009,16883,16182
16936,16875,17017,16887,16183
16938,16877,17038,16894,16184
16940,16881,17053,16896,16187
16941,16882,17055,16903,16189
16944,16886,17061,16904,16194
16945,16888,17063,16923,16198
16947,16889,17064,16924,16200
16948,16890,17082,16926,16203
16952,16897,17091,16943,16206
16954,16898,17100,16951,16207
16958,16900,17108,16953,16209
16963,16905,17109,16957,16210
16966,16908,17114,16964,16213
16973,16909,17115,16965,16214
16978,16916,17120,16970,16215
16988,16918,17131,16975,16216
16989,16920,17135,16980,16223
16992,16921,17137,16999,16229
16993,16927,17142,17000,16232
16996,16928,17146,17001,16247
16997,16931,17151,17012,16259
16998,16934,17154,17014,16265
17003,16937,17155,17015,16274
17006,16939,17161,17031,16281
17018,16969,17162,17033,16282
17023,16971,17167,17035,16292
17024,16974,17168,17037,16293
17026,16976,17169,17042,16305
17027,16977,17185,17044,16308
17029,16984,17191,17056,16309
17030,16986,17192,17069,16315
17039,16995,17193,17073,16327
17043,17004,17200,17075,16329
17045,17016,17206,17076,16330
17048,17019,17207,17078,16331
17051,17025,17215,17081,16332
17067,17034,17221,17086,16333
17072,17036,17225,17089,16336
17074,17041,17235,17094,16337
17077,17049,17244,17095,16340
17090,17060,17245,17107,16342
17092,17062,17246,17112,16344
17093,17066,17257,17123,16345
17096,17068,17259,17129,16346
17097,17070,17263,17133,16347
17098,17071,17264,17141,16348
17103,17079,17267,17143,16357
17105,17084,17271,17145,16366
17106,17085,17273,17148,16372
17116,17087,17278,17150,16375
17119,17088,17281,17158,16381
17130,17102,17282,17165,16382
17144,17113,17284,17176,16394
17147,17117,17287,17180,16398
17153,17122,17288,17182,16399
17156,17124,17290,17183,16401
17157,17125,17296,17189,16408
17163,17134,17297,17190,16414
17164,17139,17299,17196,16421
17166,17140,17302,17198,16422
17170,17149,17303,17199,16423
17171,17172,17305,17202,16424
17173,17174,17306,17212,16426
17181,17175,17307,17223,16428
17229,17184,17308,17226,16429
17231,17187,17309,17233,16433
17232,17188,17315,17238,16438
17234,17195,17320,17242,16448
17239,17197,17321,17243,16455
17247,17201,17322,17260,16458
17249,17204,17325,17261,16463
17253,17208,17327,17262,16464
17258,17209,17328,17265,16466
17268,17210,17337,17266,16468
17269,17211,17341,17270,16472
17286,17214,17342,17275,16477
17289,17218,17344,17280,16478
17301,17227,17375,17298,16485
17323,17228,17376,17304,16495
17332,17240,17381,17310,16499
17343,17248,17384,17313,16508
17345,17255,17388,17314,16509
17350,17256,17390,17316,16515
17351,17276,17395,17317,16516
17352,17311,17399,17319,16518
17355,17364,17408,17324,16519
17359,17365,17412,17331,16520
17370,17374,17413,17333,16530
17371,17385,17425,17334,16545
17377,17397,17429,17335,16552
17380,17405,17430,17336,16555
17386,17414,17434,17339,16556
17389,17415,17443,17340,16558
17398,17421,17445,17346,16575
17402,17427,17448,17347,16580
17407,17457,17452,17348,16581
17417,17458,17453,17354,16586
17419,17476,17454,17356,16589
17423,17486,17455,17357,16598
17424,17498,17467,17362,16600
17428,17505,17469,17363,16602
17431,17515,17470,17367,16603
17440,17534,17472,17372,16604
17444,17536,17473,17378,16609
17456,17542,17477,17379,16611
17459,17551,17479,17392,16616
17460,17561,17480,17394,16630
17462,17563,17482,17400,16632
17466,17572,17483,17401,16634
17468,17573,17484,17411,16638
17471,17582,17485,17432,16646
17491,17583,17489,17433,16651
17492,17601,17503,17435,16652
17496,17604,17512,17436,16654
17497,17605,17518,17437,16656
17502,17607,17528,17438,16658
17507,17609,17529,17441,16661
17509,17611,17530,17446,16664
17513,17613,17541,17447,16669
17514,17617,17543,17449,16672
17517,17619,17557,17461,16679
17521,17622,17564,17463,16687
17522,17623,17567,17464,16691
17523,17625,17570,17474,16698
17524,17629,17575,17475,16701
17525,17630,17576,17478,16705
17526,17637,17577,17499,16707
17527,17642,17579,17500,16732
17535,17648,17585,17504,16735
17539,17649,17586,17508,16740
17540,17650,17596,17538,16744
17544,17651,17598,17545,16746
17546,17652,17606,17548,16748
17549,17653,17620,17555,16750
17552,17654,17632,17562,16752
17565,17656,17633,17568,16760
17574,17657,17645,17569,16761
17581,17658,17646,17578,16762
17589,17659,17660,17580,16776
17592,17661,17662,17584,16779
17593,17667,17666,17587,16782
17597,17669,17671,17591,16787
17599,17680,17689,17594,16788
17600,17681,17693,17602,16789
17608,17682,17698,17603,16790
17610,17688,17708,17616,16798
17612,17690,17716,17618,16801
17615,17691,17717,17640,16803
17621,17692,17719,17641,16811
17624,17701,17720,17647,16819
17626,17703,17723,17663,16822
17627,17704,17724,17672,16841
17628,17705,17733,17673,16843
17631,17706,17741,17674,16844
17634,17715,17748,17675,16847
17636,17728,17751,17677,16853
17638,17732,17754,17684,16866
17639,17734,17755,17694,16869
17643,17737,17756,17695,16885
17644,17739,17766,17700,16892
17668,17743,17768,17709,16895
17676,17745,17769,17711,16899
17679,17747,17778,17712,16902
17685,17753,17789,17713,16906
17686,17771,17791,17714,16912
17687,17772,17794,17722,16915
17702,17777,17795,17725,16917
17707,17779,17797,17726,16919
17718,17785,17803,17742,16922
17721,17812,17806,17749,16929
17729,17843,17809,17750,16942
17730,17855,17816,17759,16946
17731,17858,17821,17761,16949
17735,17867,17822,17763,16962
17738,17878,17823,17796,16990
17744,17881,17828,17802,17005
17746,17882,17829,17807,17007
17764,17885,17834,17808,17008
17765,17895,17844,17825,17010
17770,17896,17857,17835,17011
17775,17900,17860,17841,17013
17781,17905,17861,17842,17020
17782,17913,17865,17846,17021
17783,17924,17868,17847,17022
17784,17929,17870,17851,17028
17786,17942,17894,17852,17032
17799,17949,17899,17859,17040
17800,17950,17926,17874,17046
17801,17952,17927,17876,17047
17804,17954,17939,17877,17050
17805,17958,17940,17879,17052
17810,17961,17944,17884,17054
17811,17969,17945,17886,17057
17814,17971,17946,17887,17058
17815,17973,17951,17888,17059
17819,17974,17955,17893,17065
17820,17979,17956,17904,17080
17824,17981,17959,17909,17083
17827,17984,17966,17911,17099
17830,17988,17977,17919,17101
17833,17996,17983,17921,17104
17837,17997,17987,17922,17110
17839,18006,17989,17923,17111
17850,18012,18000,17925,17118
17854,18014,18001,17931,17121
17856,18016,18007,17933,17126
17863,18018,18008,17934,17127
17864,18020,18009,17935,17128
17866,18023,18011,17936,17132
17869,18026,18017,17937,17136
17871,18032,18019,17938,17138
17872,18035,18025,17941,17152
17873,18036,18028,17943,17159
17875,18041,18030,17947,17160
17880,18048,18037,17953,17177
17883,18063,18038,17960,17178
17890,18077,18044,17962,17179
17891,18079,18045,17965,17186
17897,18090,18047,17967,17194
17898,18092,18050,17968,17203
17903,18097,18060,17972,17205
17906,18101,18062,17985,17213
17907,18107,18073,17990,17216
17908,18112,18086,17992,17217
17910,18135,18091,17994,17219
17912,18139,18098,18003,17220
17914,18148,18099,18004,17222
17916,18154,18104,18015,17224
17917,18164,18106,18021,17230
17918,18172,18108,18034,17236
17920,18173,18113,18049,17237
17930,18177,18114,18053,17241
17932,18180,18117,18061,17250
17948,18181,18118,18068,17251
17957,18187,18119,18072,17252
17963,18195,18120,18075,17254
17970,18196,18123,18076,17272
17975,18203,18124,18078,17274
17980,18228,18128,18085,17277
17986,18239,18129,18087,17279
17995,18243,18132,18089,17283
17998,18256,18133,18094,17285
18027,18258,18136,18102,17291
18029,18263,18137,18103,17292
18031,18264,18138,18109,17293
18051,18268,18140,18116,17294
18052,18269,18143,18134,17295
18064,18290,18147,18142,17300
18066,18295,18152,18146,17312
18070,18298,18158,18149,17318
18074,18301,18159,18155,17326
18080,18311,18161,18156,17329
18081,18323,18162,18166,17330
18084,18334,18165,18167,17338
18088,18342,18170,18168,17349
18093,18345,18183,18169,17353
18096,18348,18186,18174,17358
18100,18363,18191,18178,17360
18105,18364,18193,18185,17361
18110,18366,18201,18189,17366
18111,18367,18205,18194,17368
18121,18370,18206,18197,17369
18122,18371,18209,18199,17373
18126,18373,18210,18200,17382
18127,18376,18211,18231,17383
18130,18378,18214,18246,17387
18157,18382,18216,18251,17391
18160,18384,18222,18253,17393
18175,18386,18232,18254,17396
18184,18388,18233,18257,17403
18190,18389,18238,18265,17404
18192,18390,18249,18266,17406
18198,18396,18259,18267,17409
18202,18399,18260,18274,17410
18207,18403,18261,18278,17416
18208,18404,18275,18293,17418
18213,18407,18279,18310,17420
18219,18409,18280,18318,17422
18220,18411,18282,18336,17426
18221,18412,18284,18340,17439
18223,18414,18286,18347,17442
18224,18415,18288,18350,17450
18225,18419,18291,18353,17451
18226,18424,18297,18354,17465
18227,18426,18308,18356,17481
18229,18427,18312,18358,17487
18235,18428,18317,18359,17488
18236,18433,18319,18361,17490
18242,18442,18328,18362,17493
18245,18456,18332,18365,17494
18248,18459,18337,18372,17495
18272,18460,18343,18380,17501
18273,18468,18344,18395,17506
18276,18470,18349,18397,17510
18283,18471,18360,18401,17511
18294,18473,18375,18402,17516
18300,18475,18381,18446,17519
18303,18476,18383,18455,17520
18304,18477,18394,18462,17531
18306,18478,18398,18467,17532
18313,18485,18410,18469,17533
18314,18490,18413,18479,17537
18315,18494,18417,18482,17547
18321,18497,18418,18488,17550
18330,18498,18420,18496,17553
18335,18506,18422,18499,17554
18338,18511,18434,18500,17556
18339,18514,18436,18501,17558
18341,18520,18437,18502,17559
18351,18529,18440,18505,17560
18352,18532,18450,18510,17566
18355,18539,18454,18519,17571
18368,18541,18458,18522,17588
18374,18553,18461,18523,17590
18377,18556,18464,18526,17595
18387,18559,18466,18528,17614
18393,18565,18474,18533,17635
18416,18569,18483,18536,17655
18425,18570,18491,18545,17664
18435,18573,18493,18555,17665
18438,18580,18509,18560,17670
18441,18582,18538,18561,17678
18443,18589,18543,18574,17683
18444,18591,18544,18577,17696
18445,18592,18550,18578,17697
18448,18612,18558,18579,17699
18451,18617,18563,18586,17710
18452,18619,18572,18587,17727
18453,18623,18581,18588,17736
18463,18628,18593,18590,17740
18465,18629,18595,18594,17752
18472,18632,18596,18597,17757
18486,18638,18599,18598,17758
18487,18641,18600,18601,17760
18489,18642,18602,18603,17762
18492,18643,18605,18604,17767
18495,18648,18606,18613,17773
18504,18649,18608,18616,17774
18507,18650,18609,18625,17776
18508,18652,18610,18634,17780
18512,18654,18614,18635,17787
18513,18658,18615,18644,17788
18515,18661,18627,18645,17790
18517,18664,18633,18647,17792
18525,18665,18640,18653,17793
18527,18668,18663,18655,17798
18530,18670,18666,18657,17813
18534,18676,18669,18662,17817
18537,18678,18687,18671,17818
18540,18679,18689,18683,17826
18542,18680,18696,18686,17831
18547,18682,18697,18694,17832
18548,18690,18699,18698,17836
18549,18708,18701,18700,17838
18551,18716,18704,18702,17840
18552,18719,18705,18709,17845
18557,18726,18706,18711,17848
18562,18728,18707,18718,17849
18566,18730,18710,18721,17853
18567,18735,18714,18725,17862
18568,18737,18715,18727,17889
18571,18745,18717,18732,17892
18575,18747,18720,18736,17901
18576,18748,18723,18741,17902
18611,18769,18729,18742,17915
18621,18771,18731,18744,17928
18622,18773,18733,18746,17964
18624,18775,18734,18750,17976
18626,18789,18749,18754,17978
18631,18801,18752,18757,17982
18639,18818,18755,18758,17991
18651,18820,18756,18760,17993
18656,18824,18759,18761,17999
18659,18825,18763,18774,18002
18672,18846,18764,18777,18005
18674,18850,18770,18780,18010
18684,18854,18778,18781,18013
18685,18864,18779,18787,18022
18691,18865,18782,18788,18024
18693,18867,18783,18790,18033
18722,18869,18796,18792,18039
18724,18871,18798,18802,18040
18738,18873,18804,18805,18042
18739,18874,18821,18806,18043
18751,18876,18826,18812,18046
18753,18880,18827,18813,18054
18762,18883,18828,18831,18055
18766,18884,18833,18832,18056
18767,18894,18834,18837,18057
18776,18900,18835,18843,18058
18784,18910,18839,18858,18059
18785,18916,18841,18861,18065
18794,18934,18842,18866,18067
18799,18945,18844,18870,18069
18807,18949,18847,18878,18071
18808,18970,18849,18879,18082
18809,18979,18851,18881,18083
18810,18989,18853,18885,18095
18811,18998,18860,18886,18115
18814,19000,18868,18889,18125
18815,19004,18872,18891,18131
18816,19008,18875,18892,18141
18817,19010,18877,18893,18144
18819,19013,18882,18896,18145
18822,19022,18888,18897,18150
18823,19027,18895,18898,18151
18840,19028,18899,18901,18153
18855,19029,18903,18902,18163
18856,19030,18907,18906,18171
18857,19031,18919,18909,18176
18859,19032,18920,18924,18179
18863,19033,18921,18925,18182
18908,19043,18922,18935,18188
18917,19049,18927,18939,18204
18923,19052,18929,18962,18212
18928,19071,18931,18968,18215
18930,19087,18937,18984,18217
18933,19088,18938,18985,18218
18936,19089,18940,18991,18230
18950,19099,18941,18993,18234
18957,19108,18942,19003,18237
18958,19109,18943,19009,18240
18969,19119,18944,19011,18241
18987,19124,18946,19019,18244
18992,19134,18947,19023,18247
18997,19140,18948,19025,18250
18999,19145,18953,19034,18252
19001,19147,18954,19040,18255
19005,19148,18956,19044,18262
19007,19151,18959,19048,18270
19012,19153,18960,19055,18271
19015,19155,18961,19056,18277
19016,19156,18963,19059,18281
19017,19157,18964,19060,18285
19018,19158,18966,19061,18287
19021,19159,18967,19062,18289
19042,19161,18971,19063,18292
19046,19162,18972,19064,18296
